S12_001,S12_001c,S12_001g,S12_002,S12_003,S12_004,S12_005,S12_006,S12_007,S12_008,S12_009,S12_010,S12_011,S12_012,S12_013,S12_014,S12_015,S12_016,S12_017,S12_018,S12_019,S12_020,S12_021,S12_022,S12_023,S12_024,S12_025,S12_026,S12_027,S12_028,S12_029,S12_030,S12_031,S12_032,S12_033,S12_034,S12_035,S12_036,S12_037,S12_038,S12_039,S12_040,S12_041,S12_042,S12_043,S12_044,S12_045,S12_046,S12_047,S12_048,S12_049,S12_050,S12_051,S12_052,S12_053,S12_054,S12_055,S12_056,S12_057,geometry
徳永,003079,003079,長良川鉄道,越美南線,12,5,1,1,,35,1,1,,68,1,1,,37,1,1,,34,1,1,,59,1,1,,37,1,1,,35,1,1,,49,1,1,,24,1,1,,17,1,1,,19,1,1,,32,1,1,,29,"LINESTRING (136.90377 35.80456, 136.90333 35.80516)"
八坂,004134,004134,長良川鉄道,越美南線,12,5,1,1,,7,1,1,,6,1,1,,5,1,1,,9,1,1,,9,1,1,,8,1,1,,6,1,1,,9,1,1,,6,1,1,,7,1,1,,6,1,1,,3,1,1,,10,"LINESTRING (136.94547 35.62025, 136.94468 35.62014)"
大矢,004046,004046,長良川鉄道,越美南線,12,5,1,1,,29,1,1,,56,1,1,,36,1,1,,42,1,1,,38,1,1,,30,1,1,,31,1,1,,22,1,1,,36,1,1,,24,1,1,,24,1,1,,18,1,1,,28,"LINESTRING (136.95 35.63809, 136.95049 35.63723)"
自然園前,003185,003185,長良川鉄道,越美南線,12,5,1,1,,5,1,1,,13,1,1,,4,1,1,,7,1,1,,7,1,1,,12,1,1,,5,1,1,,2,1,1,,2,1,1,,1,1,1,,6,1,1,,7,1,1,,2,"LINESTRING (136.93162 35.77003, 136.93093 35.77044)"
せきてらす前,004573,004573,長良川鉄道,越美南線,12,5,1,1,,111,1,1,,86,1,1,,62,1,1,,84,1,1,,92,1,1,,94,1,1,,70,1,1,,78,1,1,,79,1,1,,88,1,1,改称,79,1,1,,85,1,1,,106,"LINESTRING (136.9143 35.48308, 136.91416 35.48372)"
木尾,004211,004211,長良川鉄道,越美南線,12,5,1,1,,9,1,1,,10,1,1,,15,1,1,,19,1,1,,26,1,1,,22,1,1,,11,1,1,,10,1,1,,11,1,1,,6,1,1,,4,1,1,,2,1,1,,2,"LINESTRING (136.9382 35.60615, 136.93889 35.6065)"
関市役所前,004526,004526,長良川鉄道,越美南線,12,5,1,1,,82,1,1,,65,1,1,,56,1,1,,37,1,1,,35,1,1,,55,1,1,,33,1,1,,36,1,1,,47,1,1,,39,1,1,,29,1,1,,64,1,1,,44,"LINESTRING (136.91288 35.49932, 136.91281 35.49875)"
梅山,004369,004369,長良川鉄道,越美南線,12,5,1,1,,405,1,1,,343,1,1,,265,1,1,,319,1,1,,337,1,1,,329,1,1,,299,1,1,,311,1,1,,313,1,1,,295,1,1,,277,1,1,,302,1,1,,295,"LINESTRING (136.91801 35.54935, 136.91789 35.55004)"
美濃白鳥,002944,002944,長良川鉄道,越美南線,12,5,1,1,,269,1,1,,243,1,1,,208,1,1,,202,1,1,,167,1,1,,132,1,1,,166,1,1,,189,1,1,,157,1,1,,134,1,1,,142,1,1,,126,1,1,,149,"LINESTRING (136.86073 35.88495, 136.86063 35.88566)"
洲原,004265,004265,長良川鉄道,越美南線,12,5,1,1,,55,1,1,,56,1,1,,31,1,1,,41,1,1,,39,1,1,,22,1,1,,25,1,1,,33,1,1,,22,1,1,,18,1,1,,13,1,1,,16,1,1,,29,"LINESTRING (136.94508 35.58923, 136.94472 35.58868, 136.94467 35.58859)"
福野,003994,003994,長良川鉄道,越美南線,12,5,1,1,,65,1,1,,76,1,1,,62,1,1,,85,1,1,,55,1,1,,61,1,1,,62,1,1,,73,1,1,,79,1,1,,65,1,1,,38,1,1,,53,1,1,,71,"LINESTRING (136.95146 35.64605, 136.95178 35.64666)"
関下有知,004477,004477,長良川鉄道,越美南線,12,5,1,1,,151,1,1,,112,1,1,,80,1,1,,148,1,1,,182,1,1,,144,1,1,,180,1,1,,172,1,1,,150,1,1,,210,1,1,,217,1,1,,216,1,1,,181,"LINESTRING (136.91454 35.5132, 136.91462 35.51385)"
松森,004442,004442,長良川鉄道,越美南線,12,5,1,1,,76,1,1,,57,1,1,,42,1,1,,59,1,1,,59,1,1,,58,1,1,,66,1,1,,50,1,1,,72,1,1,,68,1,1,,53,1,1,,66,1,1,,56,"LINESTRING (136.91565 35.5265, 136.91518 35.52705)"
郡上八幡,003308,003308,長良川鉄道,越美南線,12,5,1,1,,275,1,1,,309,1,1,,340,1,1,,317,1,1,,274,1,1,,259,1,1,,241,1,1,,300,1,1,,256,1,1,,202,1,1,,195,1,1,,233,1,1,,283,"LINESTRING (136.94729 35.74223, 136.94744 35.74102)"
みなみ子宝温泉,004100,004100,長良川鉄道,越美南線,12,5,1,1,,26,1,1,,37,1,1,,22,1,1,,37,1,1,,45,1,1,,37,1,1,,22,1,1,,15,1,1,,21,1,1,,16,1,1,,19,1,1,,28,1,1,,38,"LINESTRING (136.95066 35.62799, 136.95066 35.6276)"
関口,004588,004588,長良川鉄道,越美南線,12,5,1,1,,427,1,1,,375,1,1,,357,1,1,,427,1,1,,418,1,1,,437,1,1,,402,1,1,,430,1,1,,457,1,1,,448,1,1,,476,1,1,,497,1,1,,473,"LINESTRING (136.92928 35.47992, 136.92849 35.48)"
白山長滝,002882,002882,長良川鉄道,越美南線,12,5,1,1,,19,1,1,,11,1,1,,13,1,1,,8,1,1,,5,1,1,,12,1,1,,8,1,1,,14,1,1,,9,1,1,,7,1,1,,7,1,1,,4,1,1,,4,"LINESTRING (136.83222 35.91994, 136.83231 35.91981, 136.83259 35.91935)"
大中,002996,002996,長良川鉄道,越美南線,12,5,1,1,,3,1,1,,9,1,1,,4,1,1,,5,1,1,,3,1,1,,2,1,1,,1,1,1,,5,1,1,,7,1,1,,3,1,1,,6,1,1,,6,1,1,,2,"LINESTRING (136.8687 35.8535, 136.8682 35.85409)"
万場,003031,003031,長良川鉄道,越美南線,12,5,1,1,,9,1,1,,3,1,1,,12,1,1,,8,1,1,,11,1,1,,8,1,1,,11,1,1,,10,1,1,,11,1,1,,4,1,1,,2,1,1,,9,1,1,,2,"LINESTRING (136.88328 35.83312, 136.88322 35.83377)"
深郷田,000503,000503,津軽鉄道,津軽鉄道線,12,4,1,1,,28,1,1,,25,1,1,,23,1,1,,20,1,1,,20,1,1,,21,1,1,,23,1,1,,22,1,1,,16,1,1,,14,1,1,,11,1,1,,15,1,1,,18,"LINESTRING (140.44084 40.95104, 140.44137 40.95154)"
金木,000515,000515,津軽鉄道,津軽鉄道線,12,4,1,1,,351,1,1,,355,1,1,,341,1,1,,290,1,1,,298,1,1,,262,1,1,,288,1,1,,246,1,1,,216,1,1,,126,1,1,,122,1,1,,175,1,1,,182,"LINESTRING (140.46011 40.90342, 140.45978 40.90248)"
十川,000537,000537,津軽鉄道,津軽鉄道線,12,4,1,1,,12,1,1,,11,1,1,,9,1,1,,9,1,1,,9,1,1,,9,1,1,,8,1,1,,10,1,1,,8,1,1,,6,1,1,,8,1,1,,10,1,1,,9,"LINESTRING (140.45662 40.81744, 140.45749 40.81764)"
嘉瀬,000519,000519,津軽鉄道,津軽鉄道線,12,4,1,1,,86,1,1,,91,1,1,,108,1,1,,97,1,1,,79,1,1,,78,1,1,,72,1,1,,72,1,1,,65,1,1,,52,1,1,,51,1,1,,54,1,1,,43,"LINESTRING (140.46922 40.88142, 140.4695 40.88053)"
毘沙門,000521,000521,津軽鉄道,津軽鉄道線,12,4,1,1,,7,1,1,,6,1,1,,6,1,1,,5,1,1,,4,1,1,,4,1,1,,5,1,1,,5,1,1,,4,1,1,,2,1,1,,2,1,1,,2,1,1,,2,"LINESTRING (140.47764 40.85831, 140.47784 40.8578)"
津軽五所川原,000539,000539,津軽鉄道,津軽鉄道線,12,4,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,1,1,,570,1,1,,596,1,1,,582,1,1,,571,1,1,,393,1,1,,427,1,1,,532,1,1,,512,"LINESTRING (140.44855 40.80959, 140.44885 40.81062)"
芦野公園,000513,000513,津軽鉄道,津軽鉄道線,12,4,1,1,,55,1,1,,83,1,1,,65,1,1,,84,1,1,,85,1,1,,69,1,1,,79,1,1,,77,1,1,,86,1,1,,16,1,1,,30,1,1,,49,1,1,,67,"LINESTRING (140.45129 40.91239, 140.45201 40.91208)"
津軽飯詰,000530,000530,津軽鉄道,津軽鉄道線,12,4,1,1,,29,1,1,,28,1,1,,34,1,1,,24,1,1,,24,1,1,,22,1,1,,24,1,1,,24,1,1,,20,1,1,,13,1,1,,14,1,1,,16,1,1,,18,"LINESTRING (140.47941 40.82923, 140.4794 40.82994)"
大沢内,000505,000505,津軽鉄道,津軽鉄道線,12,4,1,1,,48,1,1,,43,1,1,,50,1,1,,53,1,1,,43,1,1,,36,1,1,,40,1,1,,40,1,1,,41,1,1,,42,1,1,,33,1,1,,41,1,1,,34,"LINESTRING (140.43738 40.93965, 140.4374 40.94072)"
津軽中里,000502,000502,津軽鉄道,津軽鉄道線,12,4,1,1,,242,1,1,,198,1,1,,217,1,1,,190,1,1,,202,1,1,,186,1,1,,187,1,1,,179,1,1,,161,1,1,,107,1,1,,141,1,1,,197,1,1,,174,"LINESTRING (140.44117 40.96456, 140.44085 40.96521)"
川倉,000508,000508,津軽鉄道,津軽鉄道線,12,4,1,1,,4,1,1,,5,1,1,,3,1,1,,5,1,1,,6,1,1,,6,1,1,,7,1,1,,9,1,1,,9,1,1,,5,1,1,,6,1,1,,6,1,1,,8,"LINESTRING (140.44378 40.926, 140.44364 40.92666)"
五農校前,000535,000535,津軽鉄道,津軽鉄道線,12,4,1,1,,156,1,1,,159,1,1,,176,1,1,,181,1,1,,178,1,1,,176,1,1,,153,1,1,,182,1,1,,198,1,1,,192,1,1,,178,1,1,,175,1,1,,165,"LINESTRING (140.47817 40.82077, 140.47874 40.82128)"
戸綿,006485,006485,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,209,1,1,,198,1,1,,204,1,1,,227,1,1,,262,1,1,,250,1,1,,260,1,1,,296,1,1,,288,1,1,,215,1,1,,218,1,1,,170,1,1,,196,"LINESTRING (137.93143 34.8312, 137.93126 34.8313, 137.93074 34.8316)"
遠州森,006486,006486,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,624,1,1,,688,1,1,,660,1,1,,687,1,1,,700,1,1,,715,1,1,,714,1,1,,669,1,1,,660,1,1,,534,1,1,,582,1,1,,547,1,1,,540,"LINESTRING (137.92461 34.83137, 137.92393 34.83086)"
原田,006540,006540,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,133,1,1,,103,1,1,,83,1,1,,51,1,1,,54,1,1,,40,1,1,,35,1,1,,34,1,1,,32,1,1,,18,1,1,,14,1,1,,21,1,1,,28,"LINESTRING (137.95296 34.81978, 137.95283 34.82056)"
掛川市役所前,006743,006743,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,187,1,1,,180,1,1,,167,1,1,,199,1,1,,214,1,1,,182,1,1,,188,1,1,,159,1,1,,169,1,1,,126,1,1,,135,1,1,,132,1,1,,149,"LINESTRING (138.00045 34.7702, 137.99967 34.77048)"
いこいの広場,006688,006688,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,120,1,1,,159,1,1,,121,1,1,,132,1,1,,139,1,1,,153,1,1,,153,1,1,,140,1,1,,141,1,1,,126,1,1,,180,1,1,,193,1,1,,189,"LINESTRING (137.96394 34.78777, 137.96366 34.7884)"
桜木,006719,006719,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,304,1,1,,312,1,1,,297,1,1,,308,1,1,,288,1,1,,316,1,1,,320,1,1,,311,1,1,,282,1,1,,184,1,1,,198,1,1,,201,1,1,,228,"LINESTRING (137.97318 34.7782, 137.97229 34.77828)"
原谷,006591,006591,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,248,1,1,,209,1,1,,295,1,1,,242,1,1,,257,1,1,,231,1,1,,196,1,1,,196,1,1,,182,1,1,,131,1,1,,141,1,1,,169,1,1,,201,"LINESTRING (137.95509 34.80804, 137.95488 34.80889)"
西掛川,006736,006736,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,221,1,1,,191,1,1,,182,1,1,,223,1,1,,219,1,1,,184,1,1,,168,1,1,,185,1,1,,182,1,1,,148,1,1,,146,1,1,,156,1,1,,201,"LINESTRING (137.99541 34.77188, 137.99471 34.7721)"
細谷,006666,006666,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,94,1,1,,71,1,1,,70,1,1,,76,1,1,,73,1,1,,101,1,1,,96,1,1,,85,1,1,,73,1,1,,53,1,1,,62,1,1,,84,1,1,,98,"LINESTRING (137.96181 34.79238, 137.96146 34.79312)"
円田,006537,006537,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,59,1,1,,76,1,1,,78,1,1,,83,1,1,,66,1,1,,80,1,1,,76,1,1,,73,1,1,,71,1,1,,54,1,1,,63,1,1,,73,1,1,,62,"LINESTRING (137.90786 34.82099, 137.90765 34.82087, 137.90721 34.82065)"
掛川,006747,006746,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,1678,1,1,,1728,1,1,,1658,1,1,,1631,1,1,,1649,1,1,,1712,1,1,,1955,1,1,,1850,1,1,,1791,1,1,,1294,1,1,,1341,1,1,,1467,1,1,,1548,"LINESTRING (138.01668 34.76965, 138.0145 34.7694, 138.01245 34.76916)"
常葉大学前,006542,006542,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,61,1,1,,68,1,1,改称,93,1,1,,66,1,1,,60,1,1,,47,1,1,,60,1,1,,54,1,1,,55,1,1,,36,1,1,,35,1,1,,52,1,1,,42,"LINESTRING (137.70968 34.81994, 137.70885 34.8199)"
西気賀,006617,006617,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,103,1,1,,70,1,1,,85,1,1,,90,1,1,,75,1,1,,76,1,1,,74,1,1,,68,1,1,,66,1,1,,49,1,1,,51,1,1,,41,1,1,,48,"LINESTRING (137.62195 34.80248, 137.62187 34.80246, 137.62157 34.80236, 137.62125 34.80224, 137.62123 34.80224)"
遠江一宮,006553,006553,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,137,1,1,,145,1,1,,112,1,1,,93,1,1,,144,1,1,,106,1,1,,124,1,1,,137,1,1,,135,1,1,,97,1,1,,99,1,1,,108,1,1,,112,"LINESTRING (137.8896 34.81822, 137.88907 34.81808, 137.88861 34.81789)"
上野部,006446,006446,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,15,1,1,,11,1,1,,21,1,1,,18,1,1,,9,1,1,,11,1,1,,14,1,1,,13,1,1,,12,1,1,,9,1,1,,13,1,1,,15,1,1,,12,"LINESTRING (137.83015 34.84695, 137.82992 34.84753)"
宮口,006488,006488,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,190,1,1,,206,1,1,,207,1,1,,237,1,1,,186,1,1,,249,1,1,,237,1,1,,237,1,1,,227,1,1,,165,1,1,,185,1,1,,208,1,1,,200,"LINESTRING (137.77431 34.83051, 137.77319 34.83039)"
アスモ前,006934,006934,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,42,1,1,,26,1,1,,39,1,1,,35,1,1,,37,1,1,,43,1,1,,52,1,1,,58,1,1,,58,1,1,,40,1,1,,19,1,1,,14,1,1,,18,"LINESTRING (137.49448 34.7281, 137.49385 34.72768)"
岩水寺,006466,006466,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,90,1,1,,89,1,1,,103,1,1,,77,1,1,,62,1,1,,73,1,1,,89,1,1,,94,1,1,,94,1,1,,85,1,1,,96,1,1,,137,1,1,,128,"LINESTRING (137.79202 34.83746, 137.79314 34.83795)"
西鹿島,006447,006447,天竜浜名湖鉄道,天竜浜名湖線,12,5,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,1,1,,482,1,1,,559,1,1,,3469,1,1,,0,1,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (137.80791 34.84642, 137.80797 34.84709)"
浜名湖佐久米,006683,006683,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,54,1,1,,63,1,1,,42,1,1,,36,1,1,,60,1,1,,52,1,1,,39,1,1,,37,1,1,,39,1,1,,36,1,1,,49,1,1,,46,1,1,,50,"LINESTRING (137.59971 34.78924, 137.59879 34.78923)"
知波田,006818,006818,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,123,1,1,,87,1,1,,88,1,1,,85,1,1,,94,1,1,,100,1,1,,102,1,1,,78,1,1,,87,1,1,,77,1,1,,77,1,1,,89,1,1,,121,"LINESTRING (137.51212 34.75412, 137.51207 34.75349)"
都田,006499,006499,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,68,1,1,,54,1,1,,62,1,1,,59,1,1,,58,1,1,,64,1,1,,66,1,1,,85,1,1,,77,1,1,,55,1,1,,54,1,1,,55,1,1,,45,"LINESTRING (137.71861 34.82841, 137.71836 34.8283, 137.71794 34.82807)"
新所原,006961,006960,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,772,1,1,,763,1,1,,815,1,1,,708,1,1,,701,1,1,,719,1,1,,762,1,1,,670,1,1,,661,1,1,,490,1,1,,454,1,1,,487,1,1,,547,"LINESTRING (137.48348 34.72344, 137.48543 34.72308)"
寸座,006679,006679,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,45,1,1,,40,1,1,,35,1,1,,37,1,1,,25,1,1,,34,1,1,,28,1,1,,24,1,1,,22,1,1,,16,1,1,,15,1,1,,17,1,1,,11,"LINESTRING (137.61276 34.79035, 137.6127 34.79028, 137.6123 34.78978)"
敷地,006510,006510,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,57,1,1,,53,1,1,,66,1,1,,69,1,1,,90,1,1,,59,1,1,,55,1,1,,56,1,1,,52,1,1,,46,1,1,,56,1,1,,58,1,1,,46,"LINESTRING (137.86404 34.82693, 137.86424 34.82626)"
奥浜名湖,006655,006655,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,101,1,1,,78,1,1,,96,1,1,,82,1,1,,69,1,1,,53,1,1,,65,1,1,,65,1,1,,71,1,1,,53,1,1,,42,1,1,,47,1,1,,54,"LINESTRING (137.54587 34.79534, 137.54587 34.79467)"
天竜二俣,006414,006414,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,268,1,1,,246,1,1,,231,1,1,,235,1,1,,247,1,1,,256,1,1,,274,1,1,,255,1,1,,232,1,1,,196,1,1,,314,1,1,,243,1,1,,290,"LINESTRING (137.82051 34.85903, 137.8195 34.85924)"
東都筑,006677,006677,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,77,1,1,,114,1,1,,105,1,1,,85,1,1,,109,1,1,,79,1,1,,70,1,1,,73,1,1,,80,1,1,,68,1,1,,89,1,1,,81,1,1,,80,"LINESTRING (137.58693 34.79025, 137.58629 34.79062)"
岡地,006577,006577,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,199,1,1,,178,1,1,,209,1,1,改称,201,1,1,,69,1,1,,50,1,1,,59,1,1,,97,1,1,,100,1,1,,102,1,1,,154,1,1,,171,1,1,,194,"LINESTRING (137.66595 34.81246, 137.66579 34.81235, 137.66539 34.81211)"
フルーツパーク,006479,006479,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,66,1,1,,49,1,1,,77,1,1,,40,1,1,,29,1,1,,27,1,1,,33,1,1,,22,1,1,,20,1,1,,15,1,1,,25,1,1,,25,1,1,,28,"LINESTRING (137.73258 34.83449, 137.73181 34.83427)"
尾奈,006702,006702,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,105,1,1,,116,1,1,,118,1,1,,127,1,1,,93,1,1,,111,1,1,,89,1,1,,71,1,1,,74,1,1,,63,1,1,,65,1,1,,69,1,1,,63,"LINESTRING (137.5418 34.78426, 137.54178 34.7842, 137.54165 34.78358)"
都筑,006653,006653,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,97,1,1,,91,1,1,,107,1,1,,105,1,1,,103,1,1,,131,1,1,,113,1,1,,105,1,1,,100,1,1,,80,1,1,,86,1,1,,83,1,1,,84,"LINESTRING (137.57491 34.79581, 137.57409 34.79588)"
気賀,006600,006600,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,266,1,1,,254,1,1,,248,1,1,,250,1,1,,192,1,1,,214,1,1,,287,1,1,,138,1,1,,143,1,1,,98,1,1,,114,1,1,,143,1,1,,148,"LINESTRING (137.65244 34.80723, 137.65146 34.80717)"
豊岡,006470,006470,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,139,1,1,,138,1,1,,143,1,1,,122,1,1,,132,1,1,,153,1,1,,148,1,1,,152,1,1,,155,1,1,,113,1,1,,119,1,1,,119,1,1,,115,"LINESTRING (137.84018 34.83677, 137.83934 34.83753)"
三ヶ日,006616,006616,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,470,1,1,,452,1,1,,496,1,1,,489,1,1,,452,1,1,,435,1,1,,425,1,1,,388,1,1,,357,1,1,,325,1,1,,372,1,1,,321,1,1,,364,"LINESTRING (137.55216 34.8025, 137.5514 34.80263)"
二俣本町,006412,006412,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,116,1,1,,116,1,1,,111,1,1,,132,1,1,,98,1,1,,107,1,1,,80,1,1,,87,1,1,,85,1,1,,71,1,1,,78,1,1,,89,1,1,,78,"LINESTRING (137.81321 34.85953, 137.81232 34.85927)"
金指,006559,006559,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,307,1,1,,338,1,1,,292,1,1,,285,1,1,,647,1,1,,676,1,1,,725,1,1,,719,1,1,,711,1,1,,550,1,1,,486,1,1,,695,1,1,,679,"LINESTRING (137.6817 34.81689, 137.68151 34.8169, 137.68065 34.81691)"
よしかわ,009193,009193,土佐くろしお鉄道,阿佐線,12,5,1,1,,22,1,1,,22,1,1,,21,1,1,,16,1,1,,18,1,1,,16,1,1,,17,1,1,,13,1,1,,15,1,1,,12,1,1,,8,1,1,,11,1,1,,9,"LINESTRING (133.71016 33.54623, 133.71041 33.54596, 133.71066 33.54569)"
奈半利,009290,009290,土佐くろしお鉄道,阿佐線,12,5,1,1,,358,1,1,,359,1,1,,339,1,1,,317,1,1,,354,1,1,,366,1,1,,366,1,1,,288,1,1,,322,1,1,,254,1,1,,271,1,1,,303,1,1,,329,"LINESTRING (134.01795 33.42545, 134.01855 33.42502)"
香我美,009205,009205,土佐くろしお鉄道,阿佐線,12,5,1,1,,96,1,1,,91,1,1,,96,1,1,,90,1,1,,98,1,1,,105,1,1,,100,1,1,,91,1,1,,78,1,1,,68,1,1,,61,1,1,,59,1,1,,67,"LINESTRING (133.73697 33.53928, 133.73736 33.53919, 133.73776 33.53911)"
あかおか,009203,009203,土佐くろしお鉄道,阿佐線,12,5,1,1,,268,1,1,,285,1,1,,272,1,1,,243,1,1,,235,1,1,,207,1,1,,219,1,1,,204,1,1,,199,1,1,,150,1,1,,145,1,1,,144,1,1,,142,"LINESTRING (133.72178 33.53999, 133.72192 33.53996, 133.72206 33.53994, 133.72218 33.53992, 133.72242 33.53988, 133.7225 33.53987, 133.72257 33.53985)"
下山,009271,009271,土佐くろしお鉄道,阿佐線,12,5,1,1,,16,1,1,,21,1,1,,20,1,1,,17,1,1,,15,1,1,,19,1,1,,16,1,1,,16,1,1,,16,1,1,,10,1,1,,11,1,1,,14,1,1,,14,"LINESTRING (133.94772 33.4589, 133.94778 33.45883, 133.94813 33.45831, 133.9482 33.45815)"
のいち,009112,009112,土佐くろしお鉄道,阿佐線,12,5,1,1,,1265,1,1,,1339,1,1,,1346,1,1,,1291,1,1,,1316,1,1,,1286,1,1,,1312,1,1,,1373,1,1,,1389,1,1,,1208,1,1,,1257,1,1,,1302,1,1,,1363,"LINESTRING (133.69736 33.56199, 133.69745 33.56197, 133.69756 33.56194, 133.69776 33.5619, 133.69794 33.56186, 133.69804 33.56184, 133.69814 33.56181)"
赤野,009230,009230,土佐くろしお鉄道,阿佐線,12,5,1,1,,42,1,1,,32,1,1,,47,1,1,,38,1,1,,39,1,1,,41,1,1,,40,1,1,,38,1,1,,32,1,1,,26,1,1,,30,1,1,,22,1,1,,20,"LINESTRING (133.82401 33.51616, 133.82557 33.5159)"
球場前,009244,009244,土佐くろしお鉄道,阿佐線,12,5,1,1,,222,1,1,,215,1,1,,197,1,1,,195,1,1,,173,1,1,,152,1,1,,144,1,1,,142,1,1,,168,1,1,,156,1,1,,116,1,1,,113,1,1,,132,"LINESTRING (133.89126 33.50258, 133.89188 33.5028)"
穴内,009239,009239,土佐くろしお鉄道,阿佐線,12,5,1,1,,8,1,1,,10,1,1,,10,1,1,,8,1,1,,12,1,1,,12,1,1,,8,1,1,,11,1,1,,11,1,1,,13,1,1,,15,1,1,,7,1,1,,9,"LINESTRING (133.86396 33.50641, 133.86515 33.50626)"
西分,009227,009227,土佐くろしお鉄道,阿佐線,12,5,1,1,,39,1,1,,48,1,1,,52,1,1,,48,1,1,,47,1,1,,44,1,1,,37,1,1,,39,1,1,,50,1,1,,42,1,1,,44,1,1,,42,1,1,,46,"LINESTRING (133.79024 33.51783, 133.79158 33.51782)"
伊尾木,009256,009256,土佐くろしお鉄道,阿佐線,12,5,1,1,,75,1,1,,75,1,1,,80,1,1,,72,1,1,,62,1,1,,59,1,1,,47,1,1,,50,1,1,,47,1,1,,38,1,1,,44,1,1,,53,1,1,,52,"LINESTRING (133.92998 33.49051, 133.92847 33.49122)"
安田,009281,009281,土佐くろしお鉄道,阿佐線,12,5,1,1,,119,1,1,,137,1,1,,142,1,1,,125,1,1,,105,1,1,,92,1,1,,84,1,1,,88,1,1,,89,1,1,,64,1,1,,49,1,1,,53,1,1,,60,"LINESTRING (133.98378 33.44341, 133.98473 33.44328)"
唐浜,009280,009280,土佐くろしお鉄道,阿佐線,12,5,1,1,,49,1,1,,42,1,1,,42,1,1,,52,1,1,,43,1,1,,39,1,1,,31,1,1,,29,1,1,,30,1,1,,19,1,1,,17,1,1,,17,1,1,,24,"LINESTRING (133.96585 33.44603, 133.96626 33.44597, 133.96635 33.44596, 133.96693 33.44587, 133.96707 33.44585)"
後免町,009077,009077,土佐くろしお鉄道,阿佐線,12,5,1,1,,362,1,1,,321,1,1,,314,1,1,,338,1,1,,352,1,1,,323,1,1,,306,1,1,,265,1,1,,244,1,1,,195,1,1,,233,1,1,,227,1,1,,251,"LINESTRING (133.65081 33.57475, 133.65117 33.57461, 133.65154 33.57446)"
後免,009058,009057,土佐くろしお鉄道,阿佐線,12,5,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,2,2,,0,1,1,,0,1,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (133.64583 33.57943, 133.64444 33.57893)"
和食,009229,009229,土佐くろしお鉄道,阿佐線,12,5,1,1,,223,1,1,,221,1,1,,211,1,1,,197,1,1,,195,1,1,,201,1,1,,201,1,1,,201,1,1,,182,1,1,,166,1,1,,183,1,1,,202,1,1,,194,"LINESTRING (133.80877 33.51787, 133.81014 33.51775)"
安芸,009240,009240,土佐くろしお鉄道,阿佐線,12,5,1,1,,1053,1,1,,1062,1,1,,1063,1,1,,695,1,1,,951,1,1,,1000,1,1,,951,1,1,,950,1,1,,942,1,1,,842,1,1,,814,1,1,,837,1,1,,874,"LINESTRING (133.9061 33.50486, 133.90677 33.50474)"
