S12_001,S12_001c,S12_001g,S12_002,S12_003,S12_004,S12_005,S12_006,S12_007,S12_008,S12_009,S12_010,S12_011,S12_012,S12_013,S12_014,S12_015,S12_016,S12_017,S12_018,S12_019,S12_020,S12_021,S12_022,S12_023,S12_024,S12_025,S12_026,S12_027,S12_028,S12_029,S12_030,S12_031,S12_032,S12_033,S12_034,S12_035,S12_036,S12_037,S12_038,S12_039,S12_040,S12_041,S12_042,S12_043,S12_044,S12_045,S12_046,S12_047,S12_048,S12_049,S12_050,S12_051,S12_052,S12_053,S12_054,S12_055,S12_056,S12_057,geometry
内子,009179,009179,四国旅客鉄道,内子線,11,2,1,1,,1470,1,1,,1498,1,1,,1546,1,1,,1428,1,1,,1378,1,1,,1328,1,1,,1320,1,1,,1254,1,1,,1214,1,1,,1002,1,1,,928,1,1,,942,1,1,,958,"LINESTRING (132.64634 33.55023, 132.64618 33.54873)"
新谷,009213,009213,四国旅客鉄道,内子線,11,2,1,1,,212,1,1,,228,1,1,,220,1,1,,238,1,1,,212,1,1,,206,1,1,,222,1,1,,200,1,1,,158,1,1,,112,1,1,,110,1,1,,130,1,1,,172,"LINESTRING (132.59812 33.53417, 132.59894 33.53414)"
宇多津,008252,008252,四国旅客鉄道,本四備讃線,11,2,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (133.81324 34.30552, 133.81426 34.30712)"
児島,007919,007919,四国旅客鉄道,本四備讃線,11,2,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,1,1,,0,1,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (133.80748 34.46183, 133.8079 34.4638)"
田井ノ浜,008842,008842,四国旅客鉄道,牟岐線,11,2,1,1,,12,1,1,,12,1,1,,4,1,1,,4,1,1,,8,1,1,,6,1,1,,4,1,1,,6,1,1,,4,1,2,,0,1,2,,0,1,1,,0,1,1,,14,"LINESTRING (134.58384 33.7727, 134.5845 33.77292)"
羽ノ浦,008622,008622,四国旅客鉄道,牟岐線,11,2,1,1,,1484,1,1,,1548,1,1,,1624,1,1,,1616,1,1,,1642,1,1,,1580,1,1,,1680,1,1,,1692,1,1,,1678,1,1,,1348,1,1,,1404,1,1,,1448,1,1,,1534,"LINESTRING (134.62682 33.95693, 134.6255 33.95775)"
由岐,008839,008839,四国旅客鉄道,牟岐線,11,2,1,1,,212,1,1,,204,1,1,,220,1,1,,218,1,1,,208,1,1,,188,1,1,,194,1,1,,176,1,1,,128,1,1,,100,1,1,,108,1,1,,104,1,1,,82,"LINESTRING (134.59151 33.7758, 134.59224 33.77619)"
新野,008744,008744,四国旅客鉄道,牟岐線,11,2,1,1,,472,1,1,,508,1,1,,490,1,1,,452,1,1,,456,1,1,,444,1,1,,458,1,1,,380,1,1,,180,1,1,,148,1,1,,134,1,1,,136,1,1,,144,"LINESTRING (134.60015 33.8471, 134.60051 33.8465)"
南小松島,008579,008579,四国旅客鉄道,牟岐線,11,2,1,1,,1632,1,1,,1734,1,1,,1906,1,1,,1856,1,1,,1828,1,1,,1824,1,1,,1862,1,1,,1980,1,1,,1840,1,1,,1418,1,1,,1390,1,1,,1412,1,1,,1544,"LINESTRING (134.58752 34.00555, 134.58649 34.00577)"
桑野,008694,008694,四国旅客鉄道,牟岐線,11,2,1,1,,236,1,1,,236,1,1,,292,1,1,,256,1,1,,254,1,1,,234,1,1,,252,1,1,,238,1,1,,192,1,1,,138,1,1,,136,1,1,,136,1,1,,166,"LINESTRING (134.61355 33.87501, 134.61314 33.87437)"
見能林,008662,008662,四国旅客鉄道,牟岐線,11,2,1,1,,454,1,1,,486,1,1,,574,1,1,,540,1,1,,588,1,1,,630,1,1,,614,1,1,,614,1,1,,590,1,1,,384,1,1,,486,1,1,,482,1,1,,480,"LINESTRING (134.66717 33.90334, 134.66691 33.90273)"
阿波赤石,008594,008594,四国旅客鉄道,牟岐線,11,2,1,1,,600,1,1,,644,1,1,,704,1,1,,710,1,1,,746,1,1,,662,1,1,,656,1,1,,678,1,1,,656,1,1,,524,1,1,,504,1,1,,514,1,1,,494,"LINESTRING (134.606 33.98121, 134.60573 33.9822)"
阿波福井,008788,008788,四国旅客鉄道,牟岐線,11,2,1,1,,116,1,1,,104,1,1,,104,1,1,,92,1,1,,98,1,1,,70,1,1,,88,1,1,,76,1,1,,72,1,1,,54,1,1,,44,1,1,,50,1,1,,48,"LINESTRING (134.60505 33.8238, 134.60552 33.82432)"
阿南,008651,008651,四国旅客鉄道,牟岐線,11,2,1,1,,2956,1,1,,3086,1,1,,3160,1,1,,3012,1,1,,3150,1,1,,3062,1,1,,3134,1,1,,3040,1,1,,2858,1,1,,2248,1,1,,2162,1,1,,2286,1,1,,2332,"LINESTRING (134.66214 33.91968, 134.6624 33.91865)"
立江,008605,008605,四国旅客鉄道,牟岐線,11,2,1,1,,262,1,1,,280,1,1,,256,1,1,,226,1,1,,226,1,1,,212,1,1,,216,1,1,,224,1,1,,224,1,1,,194,1,1,,188,1,1,,204,1,1,,206,"LINESTRING (134.60895 33.96987, 134.60876 33.97062)"
阿波橘,008681,008681,四国旅客鉄道,牟岐線,11,2,1,1,,226,1,1,,228,1,1,,236,1,1,,218,1,1,,200,1,1,,190,1,1,,196,1,1,,174,1,1,,160,1,1,,126,1,1,,112,1,1,,110,1,1,,112,"LINESTRING (134.65205 33.88887, 134.65071 33.88813)"
阿波中島,008640,008640,四国旅客鉄道,牟岐線,11,2,1,1,,392,1,1,,378,1,1,,364,1,1,,354,1,1,,376,1,1,,390,1,1,,380,1,1,,420,1,1,,420,1,1,,322,1,1,,306,1,1,,300,1,1,,314,"LINESTRING (134.66511 33.94107, 134.66416 33.94147)"
西原,008633,008633,四国旅客鉄道,牟岐線,11,2,1,1,,190,1,1,,202,1,1,,208,1,1,,206,1,1,,190,1,1,,192,1,1,,206,1,1,,188,1,1,,190,1,1,,150,1,1,,126,1,1,,148,1,1,,146,"LINESTRING (134.64523 33.94818, 134.64452 33.94844)"
阿波海南,009006,009005,四国旅客鉄道,牟岐線,11,2,1,1,,240,1,1,,242,1,1,,268,1,1,,250,1,1,,228,1,1,,212,1,1,,186,1,1,,176,1,1,,180,1,1,,126,1,1,,142,1,1,,160,1,1,,140,"LINESTRING (134.35076 33.60587, 134.35089 33.60661)"
地蔵橋,008562,008562,四国旅客鉄道,牟岐線,11,2,1,1,,554,1,1,,592,1,1,,602,1,1,,576,1,1,,584,1,1,,604,1,1,,610,1,1,,612,1,1,,642,1,1,,500,1,1,,476,1,1,,532,1,1,,584,"LINESTRING (134.54761 34.02594, 134.54692 34.02701)"
中田,008572,008572,四国旅客鉄道,牟岐線,11,2,1,1,,878,1,1,,924,1,1,,972,1,1,,932,1,1,,924,1,1,,932,1,1,,876,1,1,,888,1,1,,940,1,1,,770,1,1,,800,1,1,,844,1,1,,826,"LINESTRING (134.57013 34.01044, 134.56885 34.01016)"
阿波富田,008510,008510,四国旅客鉄道,牟岐線,11,2,1,1,,850,1,1,,828,1,1,,874,1,1,,798,1,1,,862,1,1,,898,1,1,,902,1,1,,922,1,1,,988,1,1,,842,1,1,,808,1,1,,864,1,1,,900,"LINESTRING (134.55553 34.0638, 134.55589 34.06444)"
日和佐,008869,008869,四国旅客鉄道,牟岐線,11,2,1,1,,332,1,1,,346,1,1,,364,1,1,,344,1,1,,346,1,1,,332,1,1,,326,1,1,,320,1,1,,286,1,1,,230,1,1,,220,1,1,,202,1,1,,196,"LINESTRING (134.53072 33.7282, 134.53049 33.72951)"
浅川,008975,008975,四国旅客鉄道,牟岐線,11,2,1,1,,6,1,1,,8,1,1,,10,1,1,,6,1,1,,8,1,1,,8,1,1,,8,1,1,,8,1,1,,4,1,1,,2,1,1,,2,1,1,,6,1,1,,6,"LINESTRING (134.35856 33.62629, 134.35871 33.62696)"
北河内,008863,008863,四国旅客鉄道,牟岐線,11,2,1,1,,72,1,1,,70,1,1,,72,1,1,,68,1,1,,70,1,1,,62,1,1,,60,1,1,,62,1,1,,50,1,1,,52,1,1,,52,1,1,,48,1,1,,40,"LINESTRING (134.53496 33.74295, 134.53548 33.74349)"
山河内,008883,008883,四国旅客鉄道,牟岐線,11,2,1,1,,42,1,1,,30,1,1,,28,1,1,,26,1,1,,22,1,1,,14,1,1,,20,1,1,,20,1,1,,16,1,1,,14,1,1,,14,1,1,,12,1,1,,6,"LINESTRING (134.48509 33.71485, 134.4855 33.71539)"
木岐,008846,008846,四国旅客鉄道,牟岐線,11,2,1,1,,70,1,1,,72,1,1,,78,1,1,,70,1,1,,72,1,1,,60,1,1,,54,1,1,,40,1,1,,38,1,1,,32,1,1,,26,1,1,,26,1,1,,28,"LINESTRING (134.56917 33.76638, 134.56984 33.76682)"
二軒屋,008521,008521,四国旅客鉄道,牟岐線,11,2,1,1,,910,1,1,,940,1,1,,1016,1,1,,1036,1,1,,1090,1,1,,1092,1,1,,1148,1,1,,1246,1,1,,1266,1,1,,1086,1,1,,1148,1,1,,1226,1,1,,1234,"LINESTRING (134.54663 34.05433, 134.54715 34.05577)"
辺川,008899,008899,四国旅客鉄道,牟岐線,11,2,1,1,,18,1,1,,14,1,1,,12,1,1,,6,1,1,,4,1,1,,6,1,1,,10,1,1,,18,1,1,,22,1,1,,20,1,1,,12,1,1,,10,1,1,,8,"LINESTRING (134.43482 33.69438, 134.43493 33.69502)"
鯖瀬,008953,008953,四国旅客鉄道,牟岐線,11,2,1,1,,2,1,1,,2,1,1,,0,1,1,,2,1,1,,0,1,1,,2,1,1,,2,1,1,,4,1,1,,4,1,1,,0,1,1,,2,1,1,,2,1,1,,2,"LINESTRING (134.38547 33.64672, 134.38542 33.64662, 134.3853 33.64635, 134.38523 33.64619)"
文化の森,008537,008537,四国旅客鉄道,牟岐線,11,2,1,1,,210,1,1,,222,1,1,,232,1,1,,236,1,1,,266,1,1,,284,1,1,,282,1,1,,296,1,1,,302,1,1,,242,1,1,,252,1,1,,254,1,1,,248,"LINESTRING (134.54322 34.04404, 134.54343 34.04471)"
牟岐,008920,008920,四国旅客鉄道,牟岐線,11,2,1,1,,354,1,1,,370,1,1,,384,1,1,,342,1,1,,334,1,1,,310,1,1,,302,1,1,,276,1,1,,266,1,1,,170,1,1,,170,1,1,,168,1,1,,160,"LINESTRING (134.41788 33.67171, 134.41851 33.67258)"
徳島,008494,008493,四国旅客鉄道,牟岐線,11,2,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (134.55251 34.07404, 134.55049 34.07498)"
鳴門,008414,008414,四国旅客鉄道,鳴門線,11,2,1,1,,1362,1,1,,1418,1,1,,1480,1,1,,1466,1,1,,1498,1,1,,1572,1,1,,1502,1,1,,1478,1,1,,1508,1,1,,1122,1,1,,1074,1,1,,1162,1,1,,1258,"LINESTRING (134.60867 34.1789, 134.60868 34.17944)"
金比羅前,008424,008424,四国旅客鉄道,鳴門線,11,2,1,1,,72,1,1,,90,1,1,,90,1,1,,92,1,1,,94,1,1,,108,1,1,,76,1,1,,70,1,1,,62,1,1,,64,1,1,,70,1,1,,74,1,1,,50,"LINESTRING (134.58533 34.16988, 134.58463 34.1696)"
撫養,008417,008417,四国旅客鉄道,鳴門線,11,2,1,1,,292,1,1,,358,1,1,,440,1,1,,490,1,1,,476,1,1,,480,1,1,,470,1,1,,492,1,1,,444,1,1,,418,1,1,,466,1,1,,492,1,1,,510,"LINESTRING (134.60058 34.17309, 134.60128 34.17323)"
教会前,008427,008427,四国旅客鉄道,鳴門線,11,2,1,1,,70,1,1,,80,1,1,,72,1,1,,72,1,1,,64,1,1,,68,1,1,,60,1,1,,72,1,1,,88,1,1,,74,1,1,,68,1,1,,98,1,1,,80,"LINESTRING (134.57763 34.16769, 134.57678 34.16749)"
阿波大谷,008437,008437,四国旅客鉄道,鳴門線,11,2,1,1,,82,1,1,,78,1,1,,92,1,1,,92,1,1,,88,1,1,,82,1,1,,86,1,1,,84,1,1,,90,1,1,,62,1,1,,72,1,1,,88,1,1,,88,"LINESTRING (134.54064 34.15802, 134.53981 34.15801)"
立道,008434,008434,四国旅客鉄道,鳴門線,11,2,1,1,,56,1,1,,62,1,1,,78,1,1,,80,1,1,,74,1,1,,62,1,1,,64,1,1,,58,1,1,,66,1,1,,54,1,1,,60,1,1,,66,1,1,,60,"LINESTRING (134.55802 34.16219, 134.55725 34.1619)"
池谷,008443,008443,四国旅客鉄道,鳴門線,11,2,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (134.5292 34.15331, 134.5292 34.15256)"
多度津,008301,008300,四国旅客鉄道,予讃線,11,2,1,1,,4154,1,1,,4074,1,1,,4184,1,1,,4024,1,1,,4142,1,1,,4204,1,1,,4190,1,1,,4244,1,1,,4188,1,1,,3350,1,1,,3264,1,1,土讃線を含む,3544,1,1,土讃線を含む,3832,"LINESTRING (133.75696 34.27065, 133.75762 34.27184)"
高松,008164,008163,四国旅客鉄道,予讃線,11,2,1,1,,24308,1,1,,24234,1,1,,24788,1,1,,24648,1,1,,25158,1,1,,25664,1,1,,25882,1,1,,25930,1,1,,25952,1,1,,18570,1,1,,18946,1,1,高徳線を含む,21850,1,1,高徳線を含む,23274,"LINESTRING (134.04421 34.35006, 134.04646 34.35106)"
鴨川,008251,008251,四国旅客鉄道,予讃線,11,2,1,1,,690,1,1,,662,1,1,,678,1,1,,674,1,1,,692,1,1,,694,1,1,,692,1,1,,698,1,1,,698,1,1,,570,1,1,,578,1,1,,610,1,1,,602,"LINESTRING (133.90555 34.30665, 133.90498 34.30716)"
香西,008178,008178,四国旅客鉄道,予讃線,11,2,1,1,,882,1,1,,914,1,1,,948,1,1,,948,1,1,,1026,1,1,,1046,1,1,,1066,1,1,,1112,1,1,,1134,1,1,,956,1,1,,974,1,1,,1000,1,1,,1070,"LINESTRING (134.00985 34.34108, 134.01017 34.34164)"
宇多津,008253,008252,四国旅客鉄道,予讃線,11,2,1,1,,4166,1,1,,4190,1,1,,4310,1,1,,4100,1,1,,4312,1,1,,4518,1,1,,4472,1,1,,4544,1,1,,4494,1,1,,3690,1,1,,3756,1,1,,4188,1,1,,4488,"LINESTRING (133.81324 34.30552, 133.81426 34.30712)"
坂出,008240,008240,四国旅客鉄道,予讃線,11,2,1,1,,10388,1,1,,10236,1,1,,10428,1,1,,10336,1,1,,10514,1,1,,10488,1,1,,10552,1,1,,10710,1,1,,10666,1,1,,8428,1,1,,8408,1,1,,9134,1,1,,9602,"LINESTRING (133.85586 34.31312, 133.85771 34.31326)"
端岡,008255,008255,四国旅客鉄道,予讃線,11,2,1,1,,2672,1,1,,2626,1,1,,2692,1,1,,2698,1,1,,2596,1,1,,2712,1,1,,2664,1,1,,2634,1,1,,2658,1,1,,2296,1,1,,2260,1,1,,2282,1,1,,2408,"LINESTRING (133.96842 34.30515, 133.96772 34.30495)"
鬼無,008218,008218,四国旅客鉄道,予讃線,11,2,1,1,,1342,1,1,,1310,1,1,,1318,1,1,,1312,1,1,,1278,1,1,,1358,1,1,,1370,1,1,,1334,1,1,,1300,1,1,,1168,1,1,,1138,1,1,,1194,1,1,,1214,"LINESTRING (133.99395 34.3257, 133.99352 34.3251)"
八十場,008241,008241,四国旅客鉄道,予讃線,11,2,1,1,,192,1,1,,198,1,1,,214,1,1,,214,1,1,,208,1,1,,228,1,1,,210,1,1,,216,1,1,,222,1,1,,194,1,1,,200,1,1,,214,1,1,,222,"LINESTRING (133.88529 34.31291, 133.88443 34.31309)"
讃岐塩屋,008278,008278,四国旅客鉄道,予讃線,11,2,1,1,,618,1,1,,608,1,1,,612,1,1,,622,1,1,,628,1,1,,636,1,1,,670,1,1,,668,1,1,,692,1,1,,598,1,1,,650,1,1,,688,1,1,,722,"LINESTRING (133.77693 34.28492, 133.77774 34.28519)"
国分,008263,008263,四国旅客鉄道,予讃線,11,2,1,1,,692,1,1,,690,1,1,,738,1,1,,750,1,1,,764,1,1,,780,1,1,,752,1,1,,790,1,1,,798,1,1,,676,1,1,,646,1,1,,660,1,1,,666,"LINESTRING (133.94217 34.30062, 133.94138 34.30054)"
讃岐府中,008273,008273,四国旅客鉄道,予讃線,11,2,1,1,,594,1,1,,650,1,1,,700,1,1,,728,1,1,,764,1,1,,712,1,1,,680,1,1,,664,1,1,,646,1,1,,564,1,1,,558,1,1,,578,1,1,,506,"LINESTRING (133.92429 34.29138, 133.92385 34.29143, 133.92344 34.29149)"
丸亀,008271,008271,四国旅客鉄道,予讃線,11,2,1,1,,7652,1,1,,7648,1,1,,7858,1,1,,7748,1,1,,7896,1,1,,7952,1,1,,8020,1,1,,7930,1,1,,8010,1,1,,6556,1,1,,6368,1,1,,7094,1,1,,7414,"LINESTRING (133.79241 34.29165, 133.79402 34.29235)"
津島ノ宮,008354,008354,四国旅客鉄道,予讃線,11,2,1,1,,2630,1,1,,1752,1,1,,904,1,1,,1714,1,1,,2346,1,1,,2746,1,1,,3408,1,1,,3036,1,1,,3162,1,2,,0,1,2,,0,1,1,,2912,1,1,,4734,"LINESTRING (133.70486 34.23847, 133.70471 34.2384, 133.70454 34.2383, 133.70438 34.23819, 133.70425 34.23809, 133.70412 34.23796)"
詫間,008379,008379,四国旅客鉄道,予讃線,11,2,1,1,,1792,1,1,,1732,1,1,,1802,1,1,,1708,1,1,,1694,1,1,,1802,1,1,,1800,1,1,,1782,1,1,,1778,1,1,,1432,1,1,,1326,1,1,,1410,1,1,,1462,"LINESTRING (133.69261 34.22266, 133.69276 34.22172, 133.69298 34.22027)"
海岸寺,008332,008332,四国旅客鉄道,予讃線,11,2,1,1,,150,1,1,,142,1,1,,140,1,1,,142,1,1,,156,1,1,,130,1,1,,142,1,1,,144,1,1,,150,1,1,,130,1,1,,138,1,1,,142,1,1,,146,"LINESTRING (133.73055 34.25343, 133.72895 34.25397)"
川之江,008567,008567,四国旅客鉄道,予讃線,11,2,1,1,,1202,1,1,,1172,1,1,,1196,1,1,,1230,1,1,,1258,1,1,,1318,1,1,,1250,1,1,,1196,1,1,,1206,1,1,,870,1,1,,868,1,1,,910,1,1,,1004,"LINESTRING (133.57594 34.01387, 133.57633 34.01564)"
観音寺,008461,008461,四国旅客鉄道,予讃線,11,2,1,1,,3132,1,1,,3126,1,1,,3204,1,1,,3078,1,1,,3118,1,1,,3140,1,1,,3184,1,1,,3110,1,1,,3218,1,1,,2574,1,1,,2494,1,1,,2776,1,1,,2820,"LINESTRING (133.65504 34.12408, 133.65744 34.1248)"
箕浦,008534,008534,四国旅客鉄道,予讃線,11,2,1,1,,50,1,1,,34,1,1,,38,1,1,,36,1,1,,36,1,1,,30,1,1,,34,1,1,,34,1,1,,36,1,1,,26,1,1,,14,1,1,,14,1,1,,12,"LINESTRING (133.61891 34.04783, 133.62011 34.04822)"
伊予寒川,008608,008608,四国旅客鉄道,予讃線,11,2,1,1,,224,1,1,,250,1,1,,246,1,1,,224,1,1,,224,1,1,,186,1,1,,194,1,1,,220,1,1,,232,1,1,,234,1,1,,266,1,1,,276,1,1,,274,"LINESTRING (133.5006 33.96794, 133.49979 33.96794)"
高瀬,008412,008412,四国旅客鉄道,予讃線,11,2,1,1,,1474,1,1,,1420,1,1,,1464,1,1,,1444,1,1,,1456,1,1,,1380,1,1,,1278,1,1,,1252,1,1,,1248,1,1,,1154,1,1,,1090,1,1,,1118,1,1,,1180,"LINESTRING (133.71146 34.18443, 133.71087 34.18369, 133.71006 34.18269)"
比地大,008428,008428,四国旅客鉄道,予讃線,11,2,1,1,,246,1,1,,232,1,1,,240,1,1,,254,1,1,,264,1,1,,270,1,1,,266,1,1,,254,1,1,,240,1,1,,216,1,1,,214,1,1,,206,1,1,,238,"LINESTRING (133.69029 34.16661, 133.69042 34.16731)"
豊浜,008485,008485,四国旅客鉄道,予讃線,11,2,1,1,,582,1,1,,530,1,1,,564,1,1,,522,1,1,,580,1,1,,560,1,1,,472,1,1,,434,1,1,,474,1,1,,426,1,1,,392,1,1,,382,1,1,,324,"LINESTRING (133.64471 34.08122, 133.64436 34.07956)"
伊予三島,008595,008595,四国旅客鉄道,予讃線,11,2,1,1,,1904,1,1,,1898,1,1,,1914,1,1,,1818,1,1,,1888,1,1,,1960,1,1,,1970,1,1,,1844,1,1,,1848,1,1,,1384,1,1,,1454,1,1,,1584,1,1,,1626,"LINESTRING (133.54329 33.97973, 133.54169 33.9794)"
本山,008448,008448,四国旅客鉄道,予讃線,11,2,1,1,,538,1,1,,546,1,1,,528,1,1,,552,1,1,,552,1,1,,560,1,1,,544,1,1,,524,1,1,,534,1,1,,438,1,1,,470,1,1,,456,1,1,,462,"LINESTRING (133.68636 34.14604, 133.68664 34.14748)"
みの,008398,008398,四国旅客鉄道,予讃線,11,2,1,1,,510,1,1,,478,1,1,,458,1,1,,464,1,1,,494,1,1,,462,1,1,,474,1,1,,468,1,1,,514,1,1,,440,1,1,,408,1,1,,358,1,1,,376,"LINESTRING (133.71042 34.20616, 133.71088 34.20505)"
伊予北条,008599,008599,四国旅客鉄道,予讃線,11,2,1,1,,2908,1,1,,2826,1,1,,2832,1,1,,2660,1,1,,2668,1,1,,2528,1,1,,2504,1,1,,2374,1,1,,2304,1,1,,1812,1,1,,1718,1,1,,1748,1,1,,1710,"LINESTRING (132.77564 33.97353, 132.77503 33.97228)"
伊予横田,008841,008841,四国旅客鉄道,予讃線,11,2,1,1,,256,1,1,,258,1,1,,276,1,1,,282,1,1,,266,1,1,,240,1,1,,218,1,1,,210,1,1,,220,1,1,,134,1,1,,122,1,1,,138,1,1,,140,"LINESTRING (132.72673 33.77271, 132.72748 33.773)"
中萩,008648,008648,四国旅客鉄道,予讃線,11,2,1,1,,204,1,1,,188,1,1,,192,1,1,,188,1,1,,178,1,1,,182,1,1,,218,1,1,,222,1,1,,242,1,1,,182,1,1,,186,1,1,,192,1,1,,204,"LINESTRING (133.25395 33.92645, 133.25253 33.92603)"
伊予土居,008618,008618,四国旅客鉄道,予讃線,11,2,1,1,,776,1,1,,748,1,1,,716,1,1,,686,1,1,,716,1,1,,734,1,1,,702,1,1,,644,1,1,,592,1,1,,514,1,1,,518,1,1,,490,1,1,,518,"LINESTRING (133.42841 33.95922, 133.42679 33.95879)"
伊予亀岡,008523,008523,四国旅客鉄道,予讃線,11,2,1,1,,214,1,1,,208,1,1,,204,1,1,,188,1,1,,182,1,1,,174,1,1,,172,1,1,,154,1,1,,138,1,1,,122,1,1,,122,1,1,,94,1,1,,74,"LINESTRING (132.8736 34.05354, 132.87471 34.05415)"
大西,008509,008509,四国旅客鉄道,予讃線,11,2,1,1,,348,1,1,,372,1,1,,408,1,1,,376,1,1,,396,1,1,,382,1,1,,380,1,1,,380,1,1,,306,1,1,,276,1,1,,276,1,1,,256,1,1,,260,"LINESTRING (132.9286 34.06568, 132.92963 34.06635)"
伊予小松,008666,008666,四国旅客鉄道,予讃線,11,2,1,1,,502,1,1,,480,1,1,,502,1,1,,516,1,1,,536,1,1,,542,1,1,,526,1,1,,530,1,1,,544,1,1,,474,1,1,,478,1,1,,458,1,1,,486,"LINESTRING (133.11752 33.89754, 133.11551 33.89766)"
赤星,008609,008609,四国旅客鉄道,予讃線,11,2,1,1,,270,1,1,,258,1,1,,254,1,1,,246,1,1,,246,1,1,,226,1,1,,248,1,1,,234,1,1,,228,1,1,,192,1,1,,198,1,1,,196,1,1,,174,"LINESTRING (133.45688 33.96694, 133.45613 33.96667)"
伊予和気,008675,008675,四国旅客鉄道,予讃線,11,2,1,1,,868,1,1,,854,1,1,,902,1,1,,834,1,1,,832,1,1,,790,1,1,,792,1,1,,796,1,1,,796,1,1,,616,1,1,,598,1,1,,592,1,1,,650,"LINESTRING (132.74095 33.89008, 132.74014 33.88914)"
伊予富田,008546,008546,四国旅客鉄道,予讃線,11,2,1,1,,210,1,1,,200,1,1,,216,1,1,,212,1,1,,234,1,1,,236,1,1,,240,1,1,,240,1,1,,248,1,1,,210,1,1,,228,1,1,,236,1,1,,232,"LINESTRING (133.00931 34.03593, 133.00888 34.03672)"
玉之江,008653,008653,四国旅客鉄道,予讃線,11,2,1,1,,90,1,1,,86,1,1,,90,1,1,,94,1,1,,114,1,1,,104,1,1,,108,1,1,,102,1,1,,102,1,1,,90,1,1,,110,1,1,,100,1,1,,120,"LINESTRING (133.09901 33.9124, 133.09895 33.91307)"
菊間,008551,008551,四国旅客鉄道,予讃線,11,2,1,1,,510,1,1,,502,1,1,,478,1,1,,474,1,1,,466,1,1,,426,1,1,,428,1,1,,416,1,1,,358,1,1,,314,1,1,,314,1,1,,264,1,1,,232,"LINESTRING (132.84069 34.03331, 132.84147 34.03345)"
松山,008765,008765,四国旅客鉄道,予讃線,11,2,1,1,,14476,1,1,,14574,1,1,,14746,1,1,,14358,1,1,,14516,1,1,,14270,1,1,,14344,1,1,,13964,1,1,,13742,1,1,,9568,1,1,,9758,1,1,,11004,1,1,,11600,"LINESTRING (132.75094 33.8407, 132.75103 33.83906)"
光洋台,008647,008647,四国旅客鉄道,予讃線,11,2,1,1,,212,1,1,,218,1,1,,238,1,1,,250,1,1,,268,1,1,,268,1,1,,264,1,1,,252,1,1,,258,1,1,,252,1,1,,232,1,1,,224,1,1,,222,"LINESTRING (132.76117 33.92714, 132.76074 33.92655)"
柳原,008626,008626,四国旅客鉄道,予讃線,11,2,1,1,,216,1,1,,214,1,1,,236,1,1,,240,1,1,,254,1,1,,236,1,1,,252,1,1,,268,1,1,,260,1,1,,218,1,1,,222,1,1,,236,1,1,,270,"LINESTRING (132.77366 33.95391, 132.7733 33.95314)"
大浦,008585,008585,四国旅客鉄道,予讃線,11,2,1,1,,56,1,1,,58,1,1,,64,1,1,,68,1,1,,54,1,1,,58,1,1,,46,1,1,,46,1,1,,42,1,1,,34,1,1,,32,1,1,,30,1,1,,32,"LINESTRING (132.77572 34.00038, 132.77553 33.99969)"
波止浜,008473,008473,四国旅客鉄道,予讃線,11,2,1,1,,218,1,1,,218,1,1,,206,1,1,,208,1,1,,236,1,1,,244,1,1,,260,1,1,,234,1,1,,230,1,1,,162,1,1,,162,1,1,,172,1,1,,180,"LINESTRING (132.96851 34.09813, 132.9693 34.09795)"
伊予桜井,008570,008570,四国旅客鉄道,予讃線,11,2,1,1,,416,1,1,,414,1,1,,482,1,1,,506,1,1,,552,1,1,,560,1,1,,538,1,1,,564,1,1,,582,1,1,,512,1,1,,476,1,1,,502,1,1,,474,"LINESTRING (133.03568 34.0117, 133.03541 34.01238)"
堀江,008659,008659,四国旅客鉄道,予讃線,11,2,1,1,,482,1,1,,452,1,1,,446,1,1,,448,1,1,,446,1,1,,448,1,1,,438,1,1,,444,1,1,,416,1,1,,320,1,1,,300,1,1,,324,1,1,,338,"LINESTRING (132.75393 33.90597, 132.75316 33.90496)"
浅海,008573,008573,四国旅客鉄道,予讃線,11,2,1,1,,222,1,1,,222,1,1,,218,1,1,,186,1,1,,188,1,1,,176,1,1,,160,1,1,,142,1,1,,130,1,1,,122,1,1,,122,1,1,,104,1,1,,108,"LINESTRING (132.80281 34.0097, 132.80326 34.01024)"
市坪,008804,008804,四国旅客鉄道,予讃線,11,2,1,1,,514,1,1,,600,1,1,,582,1,1,,580,1,1,,582,1,1,,532,1,1,,560,1,1,,494,1,1,,592,1,1,,306,1,1,,348,1,1,,448,1,1,,396,"LINESTRING (132.74927 33.8088, 132.74927 33.8095)"
